name,co2,wfp
banana split lengthwise,0.34,748.0
pepper ground pepper lover,0.65,379.0
onion bottoms tops,0.22,290.0
eggplants tablespoons spread ajvar,0.19,362.0
slices bread inches,0.86,667.0
apple vodka,0.25,622.0
cheddar cheese Gruyere,8.93,5253.0
onions inch dice,0.22,290.0
bunch broccoli template thick tops inch pieces,0.57,336.0
packages cut beans,2.26,801.0
cracklings pork skins,5.19,2313.5
slices type bread,0.86,667.0
pasta dough,1.21,1508.0
wheat flake cereal cup,0.57,1639.0
baby carrots lengthwise size,0.81,750.5
blackberry cup,0.64,413.0
medium bananas cut thick slices,0.34,748.0
box plain chocolate brownie mix chewy,3.16,20717.0
jars cheddar cheese Kraft Old English,8.93,5253.0
onion soup package,0.22,290.0
quality semisweet chocolate cut chunks,3.16,20717.0
linguine inch pieces,5.19,2313.5
tomato sauce combination sauces,0.45,41.0
datil pepper sauce heat level,0.65,379.0
almond liqueur Amaretto,1.88,11264.0
epicure onion dip mix,0.22,290.0
rice pilaf,2.19,1597.0
goat cheese cup feta cheese,8.93,5253.0
corn oil margarine,1.39,1324.0
cream wheat,5.45,3838.0
grain rice rice cooker,2.19,1597.0
peach nectar mango apricot,0.3,1287.0
granny smith apples chunks,0.25,622.0
lemon peeler,0.34,642.0
bread hoagie roll,0.86,667.0
salmon ounces,3.37,2193.0
oats Multi Grain Oats,0.67,1788.0
candies Smarties plain peanuts kind candy,0.45,1979.0
Dove milk chocolate miniatures,3.16,20717.0
butter sticks cut pieces,8.48,5659.0
wheat flour Hodgson Mill,0.87,1849.0
rice vinegar use juice,2.19,1597.0
bell pepper Finely,0.65,379.0
fat cream cheese ounce neufchatel cheese room temperature,8.93,5253.0
fruit juice nectar cranberry grape orange apricot,0.3,1287.0
stalks celery bokchoy,0.33,362.0
limes juice bowl,0.34,642.0
chocolate mini chocolate chip,3.16,20717.0
broccoli beans,2.26,801.0
mayonnaise choice Hellman,1.46,572.0
flour cup oatmeal,0.67,1788.0
rice carb,2.19,1597.0
onion White Yellow choice,0.22,290.0
leaves romaine lettuce,0.41,237.0
slices dense cape seed bread,0.86,667.0
bunch spring onions,0.22,290.0
cheese spicey cheese,8.93,5253.0
medium bell peppers cut cubes,0.65,379.0
onion size pieces,0.22,290.0
coffee try espresso,0.55,960.0
jalapeno havarti cheese,8.93,5253.0
chocolate hazelnut chocolate chip biscuits,3.16,20717.0
chunk light tuna well,3.68,2313.5
havarti cheese cup template,8.93,5253.0
Rice Krispies DIVIDED,2.19,1597.0
ginger try,0.84,1657.0
potatoes chips wash,0.81,575.0
cabbage head size rice,2.19,1597.0
granny smith apple slice size pieces,0.25,622.0
day cinnamon raisin bagel,0.84,15526.0
ground pepper read recipe intro,0.65,379.0
pepper onion powder powder,0.22,290.0
bread cubes day style bread crusts,0.86,667.0
sugar peas cup template,0.81,850.0
onion soup mix tablespoons cream chicken soup mix,5.45,3838.0
onion medium dice,0.22,290.0
egg noodles tie pasta,1.21,1508.0
cheap bacon inch pieces,5.99,6116.0
ricotta cheese oz,8.93,5253.0
medium ripe Hass avocadoes,0.54,1805.0
barq root beer cans,0.69,155.0
monterey jack cheese ounces template choice cheese,8.93,5253.0
butternut squash potato,8.48,5659.0
salmon ounces template,3.37,2193.0
piece cod piece template,3.08,2782.0
rice keep warm,2.19,1597.0
almond slices,1.88,11264.0
lime tbsp,0.34,642.0
pepper flakes tsp,0.65,379.0
tilapia fillets filets,5.19,2263.0
cream cheese oz brick package Philadelphia,8.93,5253.0
container apple juice concentrate,2.86,1140.0
Baby Spinach cup rocket,0.81,834.0
shallots lengthwise ths,0.25,272.0
bell peppers pepper stir fry mix,0.65,379.0
lime wedge garnish,0.34,642.0
Roquefort cheese template,8.93,5253.0
mixture grapes,0.31,608.0
cooking oats works,0.67,1788.0
eggs burger,3.2,2562.0
plum tomatoes lengthwise,0.32,2180.0
raspberry twist vodka,0.64,413.0
arthur wheat wheat,0.57,1639.0
strawberry jam preserve choice,0.61,413.0
medium onions lengthwise inch thick,0.22,290.0
canola vegetables frying cups oil frying,0.81,339.0
ground vanilla bean drop extract,0.43,5053.0
ketchup oz,1.46,534.0
rice medium grain cups medium grain,2.19,1597.0
soybeans lentils cup template lentils,2.26,801.0
tomato paste juice puree,1.3,855.0
package Baby Spinach pre,0.81,834.0
bottle wine grigio sauvignon blanc,0.66,524.0
vegetables broccoli cauliflower,0.81,339.0
orange marmalade,0.3,654.0
sansho teaspoons pepper,0.65,379.0
turkey pepperoni cut quarters,0.65,379.0
bagel split everything onion flavor,0.22,290.0
container cream spread garden flavor chive onion,5.45,3838.0
tomato puree tomato sauce paste,1.03,713.0
package peas carrots cups,0.81,750.5
onions tablespoon,0.22,290.0
oil use butter,8.48,5659.0
milk cottage cheese tablespoons,8.93,5253.0
leafy lettuce template,0.41,237.0
potatoes crosswise,0.81,575.0
nuts walnuts cup pecans,2.06,11264.0
mayonnaise vegenaise,1.46,572.0
mccormick gourmet coarse pepper,0.65,379.0
package tomato spinach rotini pasta spirals tomato spinach,1.21,1508.0
jar guiltless bean dip Spicy Mild,0.43,5053.0
sardines,0.9,2313.5
bread crusts bread milk slices pieces,0.86,667.0
cheese Kerrygold,8.93,5253.0
potatoes Papitas Fritas,0.81,575.0
vodka Absolut Mandarin,0.45,748.0
fryer chickens pieces,0.57,1554.0
potato crosswise thick slices,0.24,555.0
wheat spaghetti type pasta,1.21,1508.0
vanilla yogurt gelato cream,5.45,3838.0
slice bread day water slice bread water,0.86,667.0
beans lengths baby beans,2.26,801.0
pepper salami,0.65,379.0
plum jam cup apricot preserves,0.3,1287.0
blackberry preserves ounces jam,0.64,413.0
spinach cooked spinach cook drain kids spinach,0.81,834.0
peanut butter Jiff crunchy,8.48,5659.0
tomato paste use meat mix,1.3,855.0
cayenne pepper Liquid,0.65,379.0
onion cut half moon slices,0.22,290.0
cheddar cheese reserve cup,8.93,5253.0
mozzarella inch dice,8.2,5253.0
cream brand,5.45,3838.0
plum tomatoes rings cm thickness,0.32,2180.0
tbsps wine tablespoons,0.66,524.0
chickpeas cups chickpeas,0.81,850.0
medium jalapeno peppers half quarters,0.65,379.0
packet chocolate chips,3.16,20717.0
asparagus pound,0.83,2150.0
chopped hazelnuts,1.11,11264.0
miniature peanut butter cup,8.48,5659.0
water chestnut oz,1.11,2750.0
jar pepperoncini pepper,0.65,379.0
beans template cups,2.26,801.0
slices grain bread slices grain baguette,0.86,667.0
bottles bottles beer,0.69,155.0
romaine lettuce hearts,0.41,237.0
asparagus firm tender asparagus oven,0.83,2150.0
peanut sauce recipe,0.45,1979.0
peas cup lima beans,2.26,801.0
use light beer beer MUST room temperature,0.69,155.0
skinless chicken thigh drumsticks,5.19,2202.0
raisins raisins cup template,0.81,2636.5
coconut cream concentrate,5.45,3838.0
stoneground buckwheat flour,0.87,1889.5
ground ginger ginger taste,0.84,1657.0
mix flavor cornbread,0.86,667.0
pepper cut match sticks,0.65,379.0
slices bacon plain bacon,5.99,6116.0
sun tomatoes water measurement,0.45,41.0
cinnamon sugar spice,0.84,15526.0
butter room temp sticks ounces,8.48,5659.0
cadburys chocolate drink mix,3.16,20717.0
mozzarella cheese Fontina cheese,8.93,5253.0
oatmeal oatmeal oats,0.67,1788.0
container chocolate flavor whip frozen use cream,3.16,20717.0
butter spray butter,8.48,5659.0
eggs pinch salt,3.2,2562.0
cream Reddi wip,5.45,3838.0
butter stick ounces combination cup oil stick ounces combination,8.48,5659.0
beans bachoqueta,2.26,801.0
package tofu shirataki noodles,2.27,1724.0
pearl onions ounces onions,0.22,290.0
ontario apples,0.25,622.0
butter choice,8.48,5659.0
jalapeno peppers Tablespoons,0.65,379.0
package cherry chip mix,0.46,1506.5
orange zest medium orange,0.3,654.0
kefalograviera cheese use Parmesan substitute,8.93,5253.0
grain rice Basmati,2.19,1597.0
asparagus potatoes broccoli,0.81,575.0
fillets g fish,2.2,2313.5
cups lentil foods stores East markets supermarkets,0.52,5874.0
cheese fat slices,8.93,5253.0
carrots inch slices,0.81,750.5
bacon cut dice,5.99,6116.0
edward potatoes,0.81,575.0
cocoa powder trade,3.16,15618.0
pacific cod fillets inch thick,3.08,2782.0
template summer squash etc,0.33,336.0
stalk celery peeler,0.33,362.0
pieces cloves,0.84,61205.0
cheddar cheese yellow,8.93,5253.0
miniature peppers size jalapeno Costco,0.65,379.0
orange roughy fillet cut pieces,0.3,654.0
bacon grease cup oil,5.99,6116.0
use haddock,5.19,2313.5
montrachet mild goat cheese,8.93,5253.0
cheddar cheese soup Campbells,8.93,5253.0
vegetables bliss potatoes potatoes yams carrots turnips parsnips beets,0.81,750.5
try strawberry,0.61,413.0
dates Medjool Dates,0.81,2636.5
chicken rice roni,2.19,1597.0
carton ricotta cheese,8.93,5253.0
store bread foil,0.86,667.0
garbanzo beans peas,2.26,801.0
bread rounds,0.86,667.0
coriander chopped,0.84,8280.0
peppers cup sweet bell Choose colors,0.65,379.0
packages broccoli moisture,0.57,336.0
tomato soup Aylmer,0.45,41.0
lime strips,0.34,642.0
idaho potato oz,0.24,555.0
chocolate chips chocolate caramel chocolate,3.16,20717.0
thai spicy peanut sauce bottle zarr recipes Melissa flavor tofu sauce availabl,2.27,1724.0
butter tablespoons cut pieces,8.48,5659.0
slices half cheese,8.93,5253.0
lobsters peices,20.25,1856.0
salt pepper Cajun Creole,0.65,379.0
beans oz cans,2.26,801.0
medium tomatoes grams ounces,0.45,41.0
box frozen spinach thawed liquid,0.81,834.0
potatoes look potatoes inches size,0.81,575.0
wheat cereal,0.57,1639.0
oil butter flavor,8.48,5659.0
spinach mushrooms broccoli,0.81,834.0
sweet butter room temp cut pieces,8.48,5659.0
apple juice Treetop Juice,2.86,1140.0
peanut butter chunky style,8.48,5659.0
fruit mixture blueberry peach blackberry apple berry strawberry rhubar,0.25,622.0
slices bread choice,0.86,667.0
bananas lengthwise thirds,0.34,748.0
chunks shallots,0.25,272.0
avocados skin pits,0.54,1805.0
peanut oil frying quarts,2.11,7529.0
splash wine optional,0.66,524.0
package romaine lettuce ounce package Baby Spinach torn,0.81,834.0
medium carrot matchsticks,0.24,195.0
celery top leaves,0.33,362.0
bacon bits jar store bacon bits,5.99,6116.0
sweet pepper pepper,0.65,379.0
peppers cup pepper strip,0.65,379.0
kafir lime leaves,0.34,642.0
onion beans,2.26,801.0
KRAFT Shredded Mozzarella Cheese Touch PHILADELPHIA,8.93,5253.0
butter Brummel Brummel,8.48,5659.0
cream cup guacamole,5.45,3838.0
raspberry taste tablespoon jam raspberry taste,0.64,413.0
peppers cm strips,0.65,379.0
half lemon,0.34,642.0
cage eggs,3.2,2562.0
berries Saskatoon blueberries raspberries,1.18,748.0
Libbys pumpkin,0.24,336.0
dozen cucumbers,0.27,353.0
creamy peanut butter Trader Joe Almond Butter peanut butter Trader Joe Almond Butter,8.48,5659.0
ginger fresh,0.84,1657.0
ground ginger Spice World stuff jar fridge ground ginger,0.84,1657.0
green tomatoes food processor,0.45,41.0
plantain skin,0.32,1602.0
raspberries cups peaches,1.18,748.0
gram dal split peas,0.81,850.0
butter stick butter cup,8.48,5659.0
container pure almond paste,1.88,11264.0
haddock fish cod halibut,3.08,2782.0
broccoli micro minutes,0.57,336.0
container orange juice,0.46,1019.0
campbell cream chicken mushroom soup,5.45,3838.0
onion side,0.22,290.0
wheat tortilla kind,0.57,1639.0
cubed potatoes cubes,0.81,575.0
ground chocolate Cocoa,3.16,20717.0
packet strawberry,0.61,413.0
medium bananas cut pieces,0.34,748.0
cherry Cherry Marnier Cherry Heering Maraschino,0.46,1506.5
broccoli ounces vegetables,0.81,339.0
pork beans pork pork bean sauce,2.26,801.0
strawberry flavor Nestle Nesquik powder,0.61,413.0
milk potatoes template potatoes,0.81,575.0
HEAT,0.87,1889.5
coarse kasha buckwheat groats,0.67,1788.0
cinnamon stick,0.84,15526.0
wax bean cut inch pieces,0.43,5053.0
pasta warm,1.21,1508.0
breadcrumb helps sealing,0.86,667.0
jack cheese weight,8.93,5253.0
Mandarin,0.45,748.0
water chestnuts course shop approx,1.11,2750.0
tart plum,0.32,2180.0
neck bone,5.99,6177.0
oats oats crunch factor,0.67,1788.0
butter cookie crumbs,8.48,5659.0
provolone cheese tablespoons template,8.93,5253.0
tuna lbs halibut,3.68,2313.5
fruit pineapple figs cranberries dates etc,0.25,622.0
combo cup oil cup corn oil butter anything cup,8.48,5659.0
potatoes oz,0.81,575.0
ground ginger ginger preference,0.84,1657.0
peach juice cup apple juice,2.86,1140.0
bananas half lengthwise half rounds,0.34,748.0
grain rice cups medium grain rice,2.19,1597.0
cream wheat farina,5.45,3838.0
substitute tsp cinnamon dash nutmeg need,0.84,15526.0
ice canada ginger ale,0.84,1657.0
vinegar eggs,3.2,2562.0
grain rice Uncle Ben Wild Rice Mix,2.19,1597.0
butter ghee tablespoons oil,8.48,5659.0
turkey Butterball Honeysuckle White brand,8.48,5659.0
rice part rice,2.19,1597.0
splash soy sauce,1.46,613.0
KRAFT Milk Shredded Cheddar Cheese,8.93,5253.0
saffron directions Note,0.84,731000.0
DelMonte tomatoes Original Recipe Onions Celery Green Peppers,0.33,362.0
pea beans beans,2.26,801.0
chocolate soymilk milk,3.16,20717.0
pieces bacon cut inch pieces,5.99,6116.0
slices lot bacon mine,5.99,6116.0
strawberry syrup Torani sugar,0.61,413.0
wine rice wine teaspoons rice wine,0.66,524.0
butter room temperature dish,8.48,5659.0
breadcrumbs things,0.86,667.0
bell peppers orange,0.3,654.0
cloves pieces,0.84,61205.0
rotini pasta cup template ounces,1.21,1508.0
avocado bit juice salt pepper,0.54,1805.0
mix bread machine,0.86,667.0
russet potatoes blocks,0.81,575.0
sushi quality tuna yellowfin bluefin,3.68,2313.5
rigatoni pasta template,1.21,1508.0
semisweet chocolate chocolate macadamia,3.16,20717.0
container part skim cheese use cottage cheese,8.93,5253.0
rice use grain Jasmine rice,2.19,1597.0
head cauliflower cut pieces part,0.31,285.0
sweet potatoes yam g,0.81,575.0
medium sweet potato cut strips,0.24,555.0
bacon cubes,5.99,6116.0
ahi tuna sushi grade results,3.68,2313.5
al dente pasta,1.21,1508.0
butter tablespoons butter room temperature,8.48,5659.0
cavatelli spirals ounces pasta spirals,1.21,1508.0
fillets cod halibut,3.08,2782.0
andouille sausages cut inch pieces,5.99,6177.0
emmenthaler cheese g tilsiter cheese,8.93,5253.0
medium acid tomatoes lengthwise,0.45,41.0
bread bun choice,0.86,667.0
spinach pasta fusilli cups,1.21,1508.0
pears slices slices cloves,0.84,61205.0
peach yogurt g,0.45,1979.0
coarse breadcrumbs,0.86,667.0
use bell peppers heat,0.65,379.0
bunch celery,0.33,362.0
grapefruit juice concentrate cup orange juice concentrate,2.86,675.0
tomato lbs colours shapes varieties heirloom tomatoes,0.45,41.0
pepper fresh ground,0.65,379.0
rice jasmine thai template,2.19,1597.0
medium zucchini oz g,0.81,750.5
salt pepper lots pepper,0.65,379.0
hazelnuts ground,1.11,11264.0
cream double,5.45,3838.0
baby carrots tender,0.81,750.5
zucchini strips peeler,0.81,750.5
fiber wheat dinner rolls,0.57,1639.0
wine sherry food com,0.66,524.0
tomato soup ounce mushroom soup,0.45,41.0
liquorice allsorts sweets candy,2.19,1597.0
salt cod fish changes water,3.08,2782.0
fontinella cheese ounces,8.93,5253.0
tomato sauce Hunt,0.45,41.0
potatoes size chunks,0.81,575.0
pancetta cut bacon counter kitchen,5.99,6116.0
butter pound cup template pound,8.48,5659.0
inch cube gingerroot,0.84,1657.0
box penne pasta use bow tie pasta,1.21,1508.0
buttery crackers,8.48,5659.0
wheat flakes grain flakes,0.57,1639.0
pearl onions minute,0.22,290.0
jalapeno peppers seed,0.65,379.0
flounder perch,5.19,798.0
goat choice chevre feta etc,0.67,1788.0
package pinto beans,2.26,801.0
medium carrots thirds,0.81,750.5
peanut butter SQUASHED MOSQUITOES,8.48,5659.0
milk chocolate chips ml cinnamon bark,3.16,20717.0
pumpkin cups pureed,0.24,336.0
garlic use cloves,0.84,61205.0
lemons Juice cup,0.34,642.0
linguine lb tagliatelle pasta noodles,1.21,1508.0
goat cheese rounds,8.93,5253.0
zucchini cut crosswise pieces,0.81,750.5
container radish sprouts,0.25,272.0
pumpkin g,0.24,336.0
chocolate Sweet Chocolate semisweet chocolate,3.16,20717.0
celery Chopped Fine,0.33,362.0
mozzarella cheese ounces template,8.93,5253.0
cereal bars Nutri Grain fruit filling,5.19,2313.5
salt pork bacon,5.99,6116.0
tangerines pulp pounds,0.34,748.0
Grand Marnier tablespoons orange liqueur,0.3,654.0
soy sauce braggs,1.46,613.0
cocoa powder heaping tablespoons,3.16,15618.0
ones pie pumpkins,0.24,336.0
use beans substitute,2.26,801.0
tuna brand,3.68,2313.5
loaves party rye loaves Eckridge Farms,0.57,1554.0
parsley cilantro cup coriander,0.84,8280.0
package spinach dry water,0.81,834.0
plum tomatoes thick,0.32,2180.0
cut peppers,0.65,379.0
butter cup template cut chunks,8.48,5659.0
cinnamon sugar McCormick,0.84,15526.0
sesame crackers bread,0.86,667.0
coriander extra,0.84,8280.0
parmigiano reggiano cheese months,8.93,5253.0
package jell pistachio instant pudding pie filling,1.6,11363.0
bread cracker,0.86,667.0
navel orange pith,0.3,654.0
tomatoes juice kind,0.45,41.0
Pillsbury Grands buttermilk biscuits flaky layers,8.48,5659.0
gingerroot fresh,0.84,1657.0
chunky style tomatoes,0.45,41.0
granny smith apples rounds,0.25,622.0
plum tomatoes juice juice,0.32,2180.0
onion crosswise pound,0.22,290.0
roast cashew nuts,1.38,11264.0
cherry tomatoes thumb forefinger,0.46,1506.5
coffee granules chocolate,3.16,20717.0
confectioners cane sugar,0.62,1724.0
oatmeal ground grinder,0.67,1788.0
onions lengths c,0.22,290.0
sherry tablespoons rice wine,0.66,524.0
salsa peach,0.45,1979.0
scoop ice cream vanilla chocolate coconut pineapple choice,3.16,20717.0
onion rings oz,0.22,290.0
maple extract cinnamon,0.84,15526.0
apricots juice halves,0.3,1287.0
jar sun pesto,2.72,2174.0
tomatoes juice liquid,0.45,41.0
peach pie filling ounce,0.45,1979.0
orange put oil dry,0.3,654.0
pasilla peppers,0.65,379.0
lundberg rice grain rice,2.19,1597.0
beans style,2.26,801.0
cardamom liking,0.84,34319.0
onion medium size cup,0.22,290.0
mozzarella cheese Kraft,8.93,5253.0
mandarin juice measures,0.45,748.0
butternut squash inch lb squash,8.48,5659.0
applesauce template,0.25,622.0
coconut milk coconut cream water,0.54,2030.0
medium shrimp peel devein,5.19,2313.5
orange slice optional,0.3,654.0
baby beans half,2.26,801.0
baby pearl mushrooms half,0.45,1979.0
pepper type wet Pemento Muida,0.65,379.0
pesto sauce cup jar,2.72,2174.0
baby zucchini,0.81,750.5
milk ml milk cream,5.45,3838.0
pepper flakes adjust heat option,0.65,379.0
egg substitute cup eggs,3.2,2562.0
medium carrot lengthwise,0.24,195.0
ginger cubed,0.84,1657.0
peas pkg,0.81,850.0
chocolate mint extract tsp mint tsp chocolate extract chocolate liqueur,3.16,20717.0
california vegetables,0.81,339.0
inch ginger cube,0.84,1657.0
medium apples size pieces,0.25,622.0
broccoli size heads,0.57,336.0
tomatoes flavor reserve juice,0.45,41.0
orange cut wedges peel,0.3,654.0
package miniature butter crackers,8.48,5659.0
vegetables Shoots Red Capsicum Bok Choy Baby Corn Spring Onions,0.81,339.0
jiffy creamy butter Jiff,8.48,5659.0
provolone cheese cup template oz,8.93,5253.0
vanilla extract strawberry,0.61,413.0
shallots cloves,0.84,61205.0
peppermint candies type Bob,0.65,379.0
mayonnaise vegan mayonnaise,1.46,572.0
cream cheese ounces,8.93,5253.0
yams potatoes inch slices,0.81,575.0
mix onions carrots celery,0.81,750.5
slices imitation bacon soy mock bacon,5.99,6116.0
package salmon,3.37,2193.0
cream plain joghurt,5.45,3838.0
drippings cup margarine,1.39,1324.0
adobo sauce chipotle peppers,0.65,379.0
pita pocket bread cut half diameter,0.86,667.0
round chocolate pieces,3.16,20717.0
soy sauce dipping,1.46,613.0
self wheat gluten flour Dove Farm,0.57,4189.0
fish fillet cut inch thick,2.2,2313.5
apple alternate chopped fruit,0.25,622.0
arugula spinach salad greens,0.81,834.0
cooper cheese cubes,8.93,5253.0
basil NON POISONEOUS mint orange,0.3,654.0
salt buttermilk,8.48,5659.0
chili style tomatoes,0.45,41.0
rice crackers,2.19,1597.0
template candy orange slices,0.3,654.0
lobsters lengthwise,20.25,1856.0
pasta Rotelle,1.21,1508.0
medium potato cut inch pieces,0.24,555.0
sweet potatoes lengthwise thick slices,0.81,575.0
chili pepper slit lengthwise,0.65,379.0
scotch bonnet peppers pepper,0.65,379.0
gala apples inch pieces,0.25,622.0
squash cut thirds,0.33,336.0
mozzarella cheese type mozzarella,8.93,5253.0
cod halibut,3.08,2782.0
slices bread cubed,0.86,667.0
head leaf lettuce leaves,0.41,237.0
jam type blackberry strawberry,0.64,413.0
pasta wagon wheels,1.21,1508.0
rice flour water,2.19,1597.0
pasta Bow Tie Shells,1.21,1508.0
tuna amount chicken beef ham,3.68,2313.5
course pepper,0.65,379.0
rice wine vinegar tablespoons vinegar water,0.66,524.0
onion cut half half rings,0.22,290.0
ripe mangoes,0.31,1855.0
butter cut pats,8.48,5659.0
peppers Anaheim Chilis,0.65,379.0
lettuce mesclun cups baby greens,0.41,237.0
cannellini beans ounce cans cooked,2.26,801.0
almonds California,1.88,11264.0
orange craisins,0.3,654.0
use water orange juice,0.46,1019.0
butter buttering bowl,8.48,5659.0
package Velveeta pepper jack cheese,8.93,5253.0
roma tomatoes slices lengthwise,0.45,41.0
tomato puree ounce cans food mill,1.03,713.0
almonds badam,1.88,11264.0
olives olives changes water hour,0.64,3015.0
tangerine pomegranate juice PomWonderful blend cranberry orange juices NOTE,0.46,1019.0
mix Whole Wheat cake,0.57,1639.0
Pepperidge Farm Chessmen Cookies,0.65,379.0
medium zucchini lengthwise slices,0.81,750.5
seedless orange,0.3,654.0
frozen spinach,0.81,834.0
crispy rice cereal Krispies cereal,2.19,1597.0
yam daisy greens scallions,0.27,343.0
yogurt,2.55,1540.0
ginger broth,0.84,1657.0
jack buttermilk flaky biscuits,8.48,5659.0
vanilla beans seeds template,2.26,801.0
garlic jar cloves Personal preference,0.84,61205.0
zucchini pureed,0.81,750.5
onions rounds rings,0.22,290.0
salmon fillets pieces,3.37,2193.0
pancetta inch slices bacon slices,5.99,6116.0
pumpkin note,0.24,336.0
dark coffee beans ground,2.26,801.0
shoyu cup soy sauce,1.46,613.0
chocolate premium,3.16,20717.0
medium apple cut chunks,0.25,622.0
box potato pierogies potato cheddar,0.24,555.0
medium wine use Chardonnay,0.66,524.0
salt pepper roast,0.65,379.0
tomato sauce Pack,0.45,41.0
sweet wine,0.66,524.0
water briskly boiling,5.19,2313.5
ground ginger use,0.84,1657.0
chocolate graham pie crust,3.16,20717.0
pizza cheese cup cheddar cup cheese,8.93,5253.0
package vegetables sugar snap peas bell peppers,0.81,339.0
piece butternut squash,8.48,5659.0
cream pouring,5.45,3838.0
carrot cut matchstick pieces cups,0.24,195.0
stalks celery cubes,0.33,362.0
plum ripe,0.32,2180.0
onion chpd,0.22,290.0
serve bread substitutions necessity stew,0.86,667.0
hazelnuts oz,1.11,11264.0
rice vinegar scant,2.19,1597.0
chocolate chips family,3.16,20717.0
bell peppers size dice peaches,0.45,1979.0
syrup pears,0.45,1979.0
medium potato pound,0.24,555.0
macadamia nuts change recipe tomato bell,0.45,41.0
amount gallon lemonde,0.34,642.0
root half half ginger,0.84,1657.0
package chocolate pudding,3.16,20717.0
rice saffron,2.19,1597.0
peanut oil extra frying,2.11,7529.0
tomatoes Reserve juice,0.45,41.0
flageolet beans,2.26,801.0
graham cracker crust inch chocolate crumb crusts,3.16,20717.0
chocolate chocolate,3.16,20717.0
packet uncle ben butter rice pilaf mix,8.48,5659.0
template pears,0.45,1979.0
dates honey,0.81,2636.5
ketchup Hunts,1.46,534.0
butternut squash cut dice cups,8.48,5659.0
tomatoes briefly,0.45,41.0
butter tender,8.48,5659.0
package jello sugar orange gelatin,0.3,654.0
almonds brown,1.88,11264.0
zucchini amount potato,0.81,750.5
vegetables corn beans,2.26,801.0
fettuccine pasta half,1.21,1508.0
apple schnapps,0.25,622.0
ziti pasta penne rigato,1.21,1508.0
gingerroot use spoon gingerroot,0.84,1657.0
onions peel slice,0.22,290.0
pepperoni bit thicker cut deli waste,0.65,379.0
romaine lettuce hearts lengthwise,0.41,237.0
mandarin oranges template,0.45,748.0
vegetables oil,0.81,339.0
chocolate squares ounce chocolate chips,3.16,20717.0
package chocolate style cookies,3.16,20717.0
Old Bay Seasoning substitute celery salt pepper,0.33,362.0
medium potatoes size squares,0.81,575.0
almond extract almond coconut orig glaze recipe peppermint optional,1.88,11264.0
ripe avocado cut chunks,0.54,1805.0
rice pasta wheat pasta shape shapes penne,1.21,1508.0
package strawberry gelatin flavor Jello,0.61,413.0
bread cut cubes overnight oven,0.86,667.0
banana nut bread squares use muffins,0.86,667.0
medium onions cut wedges,0.22,290.0
fruit combination apples pears cranberries prunes,0.25,622.0
pasta lb pasta,1.21,1508.0
fish pin bones firm medium size pieces,2.2,2313.5
carrots cut inch chunks,0.81,750.5
oil splash rice,2.19,1597.0
wheat bran mixtrue wheat oat bran,0.67,1788.0
celery seeds,0.33,362.0
raspberries strawberries mix,1.18,748.0
ground hazelnuts nuts,1.11,11264.0
medium bell pepper,0.65,379.0
oil improves wheat flour,0.87,1849.0
beans beans Great Northern navy cannellini,2.26,801.0
lemon diabetics,0.34,642.0
cheese pre green,8.93,5253.0
cheese cup cup template cup,8.93,5253.0
dashes mace dashes,0.84,34319.0
dash sauce dash pepper,0.65,379.0
pepper sails,0.65,379.0
jar applesauce,0.25,622.0
cherry tomatoes halves garnish,0.46,1506.5
firm bosc pears stems,0.45,1979.0
peach slices cups peach slices,0.45,1979.0
capsicums pepper,0.65,379.0
carrot mini carrots,0.81,750.5
carrot slices medium,0.24,195.0
package sugar strawberry banana flavor gelatin,0.34,748.0
Baileys Irish Cream see Notes,5.45,3838.0
olives brine pref g,0.64,3015.0
sodium mozzarella slices ounces slices,8.2,5253.0
pureed carrot cup veg oil,0.24,195.0
kidney beans cannellini beans,2.26,801.0
coon cheese,8.93,5253.0
broccoli florets rounds,0.57,336.0
onion use,0.22,290.0
cream mushroom soup Campbell Fat Free,5.45,3838.0
Burgundy wine use cups water teaspoons beef bouillon Burgundy wine,0.66,524.0
orange liqueur Triple Sec,0.3,654.0
potato person floury variety,0.24,555.0
rotel zesty chili style tomatoes,0.45,41.0
stalks celery inch pieces,0.33,362.0
jar marshmallow cream,5.45,3838.0
ground peanuts,0.45,1979.0
bread thick challah,0.86,667.0
jar bacon bits Hormel brand,5.99,6116.0
beer amount,0.69,155.0
bunches broccoli cups lengths,0.57,336.0
cheese use Deluxe type fat,8.93,5253.0
cinnamon TSP,0.84,15526.0
cheese variety pizza,8.93,5253.0
pasta lumaconi macaroni type noodles,1.21,1508.0
medium size onions,0.22,290.0
post Honey Bunches Oats cereal almonds,1.88,11264.0
bread FlatOut split rounds,0.86,667.0
chocolate mocha syrup,3.16,20717.0
potato chips Original Sour Cream Onion BBQ,5.45,3838.0
wheat flour favor use King Arthur texture,0.87,1849.0
beans thirds handful,2.26,801.0
dagoba cocoa powder,3.16,15618.0
packages cream cheese room temperature,8.93,5253.0
celery leafy tops,0.33,362.0
tomato paste tablespoons template choice,1.3,855.0
butter sounds chest smile head,8.48,5659.0
wine burgundy substitute water,0.66,524.0
sodium V juice tomato juice,2.86,267.0
tofu cut cubes,2.27,1724.0
cocoa powder cocoa mix,3.16,15618.0
cinnamon sticks chocolate shavings,3.16,20717.0
Hunt salt tomato paste,1.3,855.0
lavash bread flour tortillas,0.86,667.0
